CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50001962,AROME,Manhattan,325,BROADWAY,10007,2122337447,American,6/28/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,29,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71599139,-74.00478692,101,1,3300,1079211,1001520025,MN24
50046744,MCDONALD'S,Brooklyn,1380,BROADWAY,11221,7185738797,Hamburgers,7/17/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,7/17/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.68924436,-73.92164793,303,41,37500,3039636,3014800038,BK35
41146006,STARBUCKS,Staten Island,2655,RICHMOND AVENUE,10314,7184775010,CafÃ©/Coffee/Tea,5/21/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,5/21/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
41044065,TURKISH GRILL RESTAURANT & BAR,Queens,4203,QUEENS BOULEVARD,11104,7183923838,Turkish,3/22/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,9,A,3/22/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.74357474,-73.92225503,402,26,18102,4001943,4001630004,QN31
50015096,LA PULPERIA,Manhattan,1626,2 AVENUE,10028,2129330757,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/27/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10H,Proper sanitization not provided for utensil ware washing operation.,N,38,,,4/12/2020,Cycle Inspection / Initial Inspection,40.7767946,-73.95251655,108,5,14601,1049952,1015470002,MN32
41629672,DUNKIN',Queens,,JFK INTERNATIONAL AIRPORT,11430,6316620284,Donuts,5/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,5/24/2017,4/12/2020,Cycle Inspection / Initial Inspection,,,,,,,,
50011353,THE HIDEAWAY SEAPORT,Manhattan,22,PECK SLIP,10038,2123852222,American,11/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,11/15/2019,4/12/2020,Cycle Inspection / Re-inspection,40.70807281,-74.00183952,101,1,1501,1001349,1000970057,MN25
40643682,WCOU RADIO / TILE BAR,Manhattan,115,1 AVENUE,10003,2122544317,American,5/2/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,5/2/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.72706298,-73.98568013,103,2,3800,1006341,1004490038,MN22
50018085,EARTH CAFE,Manhattan,2580,BROADWAY,10025,6469645167,American,5/18/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,12,A,5/18/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.79548982,-73.97115012,107,7,18300,1075313,1018697501,MN12
41620241,THE COMMONS CHELSEA,Manhattan,128,7 AVENUE,10011,2129299333,CafÃ©/Coffee/Tea,6/15/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74084807,-73.99801884,104,3,8100,1013853,1007670043,MN13
50084739,NOODLELOVE,Manhattan,192,MOTT STREET,10012,6468700571,Asian,11/18/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,10,A,11/18/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.7210555,-73.99567088,102,1,4100,1007158,1004790005,MN24
50092269,SUGETTO,Bronx,1279,CASTLE HILL AVENUE,10462,3472936985,Pizza,3/11/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,29,Z,3/11/2020,4/12/2020,Pre-permit (Operational) / Re-inspection,40.83375806,-73.85153676,209,18,9200,2094863,2038140046,BX59
50007306,CORNER GRIND,Brooklyn,1183,BEDFORD AVENUE,11216,9172130611,American,4/19/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,48,,,4/12/2020,Cycle Inspection / Initial Inspection,40.6829516,-73.95382033,303,36,24500,3051832,3018270001,BK75
41463477,DUNKIN' / BASKIN ROBBINS,Staten Island,770,FOREST AVENUE,10310,7182739641,Donuts,6/11/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,20,B,6/11/2019,4/12/2020,Cycle Inspection / Re-inspection,40.62907537,-74.11493775,501,49,12100,5008059,5003000063,SI35
41671103,ALFIE'S,Manhattan,800,9 AVENUE,10019,2127572390,Irish,4/15/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,23,,,4/12/2020,Cycle Inspection / Initial Inspection,40.76544869,-73.98750212,104,3,13300,1025389,1010440001,MN15
40914814,FUSION,Queens,3419,STEINWAY STREET,11101,3474680030,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/2/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,15,,,4/12/2020,Inter-Agency Task Force / Initial Inspection,40.75623836,-73.92120426,401,26,15700,4430185,4006730016,QN70
50057062,MUSE PAINTBAR,Manhattan,329,GREENWICH STREET,10013,6467606100,American,11/9/2016,No violations were recorded at the time of this inspection.,,,,0,,,4/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.71770648,-74.01061664,101,1,3900,1001551,1001430017,MN24
50049169,BAGEL MILL,Manhattan,1700,1 AVENUE,10128,2124260868,Bagels/Pretzels,9/9/2019,No violations were recorded at the time of this inspection.,,,,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.77841216,-73.94823668,108,5,14402,1050614,1015680001,MN32
50077039,BLACK SMITH,Manhattan,158 160,W 25TH ST,,2123378301,American,8/16/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,29,,,4/12/2020,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50093362,GOLDEN KRUST,Manhattan,2085,LEXINGTON AVENUE,10035,2127225253,Caribbean,9/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,9/11/2019,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.80488791,-73.93702553,111,9,19600,1054487,1017740051,MN34
41282799,HUCKLEBERRY BAR,Brooklyn,588,GRAND STREET,11211,7182188555,American,1/29/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,17,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71120943,-73.94830711,301,34,50300,3069526,3027860014,BK90
50097461,NEW CAMERON BAKERY,Manhattan,242,CANAL STREET,10013,2126609889,Chinese,10/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,10/10/2019,4/12/2020,Pre-permit (Operational) / Re-inspection,40.71812417,-74.00012987,101,1,3100,1002361,1001970025,MN24
50045332,ROWLAND'S BAR AND GRILL/CHEF STREET,Manhattan,151,WEST   34 STREET,10001,2128683001,American,3/23/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,47,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75050916,-73.98947917,105,3,10900,1015219,1008100001,MN17
50043594,BURRITO BOWL GRILL,Brooklyn,230,HOYT STREET,11217,7185968881,Asian,2/5/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,2/5/2020,4/12/2020,Cycle Inspection / Initial Inspection,40.6832377,-73.9900559,306,33,6900,3006566,3004090034,BK38
41243544,CAFE COLETTE,Brooklyn,79,BERRY STREET,11249,3475991381,American,2/7/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,36,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71985929,-73.95766915,301,33,51700,3061662,3023040001,BK73
50068217,Davry Kosher Sports Bar,Brooklyn,722,KINGS HIGHWAY,11223,7185134742,Jewish/Kosher,3/4/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.60621707,-73.96532598,315,44,41800,3177523,3066640059,BK25
50055238,RIVER JAPANESE CUISINE,Queens,3718,MAIN ST,11354,7188869880,Japanese,5/13/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,15,,,4/12/2020,Cycle Inspection / Initial Inspection,40.76132585,-73.8310219,407,20,87100,4112293,4049740039,QN22
50072537,PASSATEMPO,Brooklyn,79,GRAND STREET,11249,7183881999,CafÃ©/Coffee/Tea,12/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,,,4/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.71562083,-73.96416501,301,34,55500,3424060,3023797501,BK73
41511660,EL ECONOMICO RESTAURANT,Bronx,5589,BROADWAY,10463,7186015577,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,6,A,11/19/2018,4/12/2020,Cycle Inspection / Re-inspection,40.87917658,-73.90461506,208,11,28900,2083159,2057040042,BX29
41220219,NEW PEKING RESTAURANT,Bronx,26,EAST  183 STREET,10453,7185633520,Chinese,5/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,31,,,4/12/2020,Cycle Inspection / Initial Inspection,40.85852407,-73.90320961,205,14,23900,2014065,2031860063,BX40
40905068,NO 32,Manhattan,32,EAST    2 STREET,10003,2122534922,American,6/26/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,10,A,6/26/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.72513669,-73.99082891,103,2,3602,1006553,1004580032,MN22
50070414,SONORA,Brooklyn,174,HOWARD AVENUE,11233,7185748100,Mexican,11/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,11/20/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.68241142,-73.91991093,303,41,37700,3040526,3015040042,BK35
41424474,JOHN JAY DINING HALL,Manhattan,515,WEST  114 STREET,10027,2128547162,American,1/28/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.80566755,-73.96238248,109,7,20300,1083301,1018860001,MN09
41105180,INDIAN TANPURA,Manhattan,564,AMSTERDAM AVENUE,10024,2127218700,Indian,8/10/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,22,,,4/12/2020,Cycle Inspection / Initial Inspection,40.78856009,-73.97438162,107,6,17500,1033210,1012350031,MN12
40868904,MCDONALD'S,Bronx,875,GARRISON AVENUE,10474,7186170329,Hamburgers,2/14/2020,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.81676695,-73.89237794,202,17,9300,2090436,2027310055,BX27
41486386,UMAMI BURGER,Manhattan,356,WEST   58 STREET,10019,2125546000,American,8/17/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,29,C,8/17/2017,4/12/2020,Cycle Inspection / Re-inspection,40.7680393,-73.98393841,104,3,13900,1026058,1010487501,MN15
